code,branch_code,supplier_code,issue_date,total_cost,total_discount,total_fees,total_amount
61,1,60,2013-02-25,0,0,0,63.000000
62,1,76,2013-02-25,0,0,0,15.120000
65,1,17,2013-02-25,0,0,0,5.500000
66,1,17,2013-02-25,0,0,0,52.200000
67,1,28,2013-02-26,0,0,0,1795.500000
68,1,17,2013-02-26,0,0,0,58.500000
69,1,17,2013-02-26,0,0,0,37.800000
70,1,21,2013-02-26,0,0,0,413.710000
71,1,17,2013-02-26,0,0,0,105.300000
73,1,17,2013-02-27,0,0,0,63.000000
74,1,17,2013-02-27,0,0,0,135.000000
75,1,16,2013-02-27,0,0,0,1344.300000
76,1,24,2013-02-27,0,0,0,161.470000
77,1,17,2013-02-27,0,0,0,18.000000
78,1,17,2013-02-28,0,0,0,12.420000
80,1,17,2013-02-28,0,0,0,19.800000
81,1,104,2013-02-28,0,0,0,70.000000
83,1,132,2013-03-01,0,0,0,1533.740000
84,1,91,2013-03-01,0,0,0,10.160000
85,1,17,2013-03-01,0,0,0,16.200000
86,1,64,2013-03-01,0,0,0,135.000000
87,1,17,2013-03-01,0,0,0,81.000000
88,1,17,2013-03-01,0,0,0,11.700000
89,1,17,2013-03-01,0,0,0,2.700000
90,1,17,2013-03-01,0,0,0,10.620000
