branch_code,payment_method_code,year,month,total_issued,total_paid
1,1,2019,11,0.000000,45138.870000
1,1,2019,12,0.000000,77272.130000
1,1,2020,1,0.000000,44120.390000
1,1,2020,2,0.000000,48355.550000
1,1,2020,3,0.000000,57301.440000
1,1,2020,4,0.000000,47454.630000
1,1,2020,5,0.000000,56640.230000
1,1,2020,6,0.000000,48739.360000
1,1,2020,7,0.000000,51983.130000
1,1,2020,8,0.000000,32549.410000
1,1,2020,9,0.000000,37820.870000
1,1,2020,10,0.000000,45143.260000
1,1,2020,11,0.000000,49063.460000
1,1,2020,12,0.000000,48756.473300
1,1,2021,1,0.000000,51250.120000
1,1,2021,2,0.000000,68572.783300
1,1,2021,3,0.000000,43997.590000
1,1,2021,4,0.000000,30727.333300
1,1,2021,5,0.000000,35314.540000
1,1,2021,6,0.000000,56698.780000
1,1,2021,7,0.000000,55993.173300
1,1,2021,8,0.000000,41928.253800
1,1,2021,9,0.000000,51194.610000
1,1,2021,10,0.000000,61949.900000
1,1,2021,11,0.000000,67575.710000
1,1,2021,12,0.000000,50272.840000
1,1,2022,1,0.000000,75273.830000
1,1,2022,2,0.000000,65390.210000
1,1,2022,3,0.000000,70480.970000
1,1,2022,4,0.000000,70251.170000
1,1,2022,5,0.000000,56028.390000
1,1,2022,6,0.000000,48019.280000
1,1,2022,7,0.000000,57318.210000
1,1,2022,8,0.000000,67917.290000
1,1,2022,9,0.000000,63863.900000
1,1,2022,10,0.000000,71407.190000
1,1,2022,11,0.000000,62758.870000
1,1,2022,12,0.000000,78018.240000
1,1,2023,1,0.000000,107281.000000
1,1,2023,2,0.000000,45034.220000
1,1,2023,3,0.000000,82848.990000
1,1,2023,4,0.000000,45472.540000
1,1,2023,5,0.000000,69938.010000
1,1,2023,6,0.000000,80137.730000
1,1,2023,7,0.000000,81832.540000
1,1,2023,8,0.000000,96168.020000
1,1,2023,9,0.000000,80741.270000
1,1,2023,10,0.000000,73288.000000
1,1,2023,11,0.000000,61141.090000
1,1,2023,12,0.000000,98448.710000
1,1,2024,1,0.000000,130855.640000
1,1,2024,2,0.000000,92118.970000
1,1,2024,3,0.000000,83776.400000
1,1,2024,4,0.000000,84944.430000
1,1,2024,5,0.000000,79803.160000
1,1,2024,6,0.000000,69890.180000
1,1,2024,7,0.000000,61905.810000
1,1,2024,8,0.000000,91011.000000
1,1,2024,9,0.000000,76997.180000
1,1,2024,10,0.000000,73655.790000
1,1,2024,11,0.000000,50329.990000
1,1,2024,12,0.000000,95905.820000
1,1,2025,1,0.000000,99612.780000
1,1,2025,2,0.000000,76133.100000
1,1,2025,3,0.000000,77307.920000
1,1,2025,4,0.000000,86272.240000
1,1,2025,5,0.000000,73558.500000
1,1,2025,6,0.000000,83870.380000
1,1,2025,7,0.000000,86885.430000
1,1,2025,8,0.000000,87391.200000
1,1,2025,9,0.000000,57631.510000
1,1,2025,10,0.000000,92736.520000
1,1,2025,11,0.000000,65785.500000
