branch_code,year,total_cost,total_amount,total_profit,count_sales
1,2023,206660.420000,835570.895000,628910.475000,916
1,2024,1086821.720000,3267803.451000,2180981.731000,3518
1,2025,1468469.820000,4170074.228000,2701604.408000,4197
1,2026,387436.910000,1173688.210000,786251.300000,1358
