code,name
1,SKF - 1
2,FABRINI - 2
3,TAMÉ - 3
4,DURAMENTAL - 4
5,FAMA - 5
6,THYSSENKRUPP - 6
7,MOBRASMA - 7
8,FAG - 8
9,GASPAR - 9
10,THERMOID - 10
11,COBREQ - 11
12,LONA FLEX - 12
13,IABV - 13
14,MARCHETTI - 14
