branch_code,payment_method_code,year,month,total_issued,total_paid
1,10,2025,2,0.000000,590.400000
1,10,2025,3,0.000000,20.000000
1,10,2025,4,0.000000,880.000000
1,10,2025,5,0.000000,3680.000000
1,10,2025,6,0.000000,9239.400000
1,10,2025,7,0.000000,1090.000000
1,10,2025,8,0.000000,2382.760000
1,10,2025,10,0.000000,1649.900000
1,10,2025,11,0.000000,5171.490000
1,10,2025,12,0.000000,889.400000
1,10,2026,1,0.000000,2516.300000
1,10,2026,2,0.000000,4694.900000
1,10,2026,3,0.000000,2750.000000
1,10,2026,4,0.000000,230.000000
1,11,2023,10,0.000000,284.000000
1,11,2023,11,0.000000,1335.000000
1,11,2023,12,0.000000,1326.150000
1,11,2024,1,0.000000,600.000000
1,11,2024,3,0.000000,314.500000
1,11,2024,4,0.000000,1245.700000
1,11,2024,5,0.000000,174.000000
1,11,2024,6,0.000000,2671.300000
1,11,2024,7,0.000000,722.000000
1,11,2024,8,0.000000,5.000000
1,11,2024,9,0.000000,2069.860000
1,11,2024,10,0.000000,900.000000
1,11,2024,11,0.000000,330.000000
1,11,2024,12,0.000000,312.000000
1,11,2025,1,0.000000,620.000000
1,11,2025,3,0.000000,260.000000
1,11,2025,4,0.000000,68.000000
1,11,2025,5,0.000000,3783.200000
1,11,2025,6,0.000000,975.000000
1,11,2025,7,0.000000,473.500000
1,11,2025,8,0.000000,2782.000000
1,11,2025,9,0.000000,1355.000000
1,11,2025,10,0.000000,100.000000
1,11,2025,11,0.000000,1998.800000
1,11,2025,12,0.000000,7720.800000
1,11,2026,1,0.000000,530.000000
1,11,2026,2,0.000000,11250.000000
1,11,2026,4,0.000000,50.000000
