code,name
1,MAO OBRA - 1
2,MOTOR - 2
3,SUSPENSAO - 3
4,RODA - 4
5,CAMBIO - 5
6,FREIO - 6
7,ELETRICA - 7
8,INJEÇÃO ELETRONICA - 8
9,COMPRESSOR - 9
