branch_code,payment_method_code,date,total_issued,total_paid
1,1,2013-11-25,3240.000000,0.000000
1,1,2013-11-26,7569.760000,0.000000
1,1,2013-11-27,8723.000000,0.000000
1,1,2013-11-28,3019.870000,0.000000
1,1,2013-11-29,16709.100000,0.000000
1,1,2013-11-30,22855.410000,0.000000
1,1,2013-12-02,357.440000,0.000000
1,1,2013-12-03,2335.000000,0.000000
1,1,2013-12-04,11934.170000,0.000000
1,1,2013-12-05,1797.640000,0.000000
1,1,2013-12-06,11432.000000,0.000000
1,1,2013-12-07,1965.100000,0.000000
1,1,2013-12-09,6805.750000,0.000000
1,1,2013-12-10,2669.000000,0.000000
1,1,2013-12-12,15202.850000,0.000000
1,1,2013-12-13,13947.000000,0.000000
1,1,2013-12-16,1632.000000,0.000000
1,1,2013-12-17,1170.870000,0.000000
1,1,2013-12-18,565.450000,0.000000
1,1,2013-12-19,1180.000000,0.000000
1,1,2013-12-20,6211.260000,0.000000
1,1,2013-12-21,300.000000,0.000000
1,1,2013-12-23,4130.000000,0.000000
1,1,2013-12-24,900.000000,0.000000
1,1,2013-12-27,1271.000000,0.000000
1,1,2013-12-30,1253.310000,0.000000
1,1,2013-12-31,24724.840000,0.000000
1,1,2014-01-03,2250.000000,0.000000
1,1,2014-01-04,500.000000,0.000000
1,1,2014-01-06,2070.000000,0.000000
1,1,2014-01-07,1000.000000,0.000000
1,1,2014-01-08,1019.000000,0.000000
1,1,2014-01-09,3532.730000,0.000000
1,1,2014-01-10,1514.000000,0.000000
1,1,2014-01-11,396.000000,0.000000
1,1,2014-01-13,3801.980000,0.000000
1,1,2014-01-14,100.000000,0.000000
1,1,2014-01-15,2966.000000,0.000000
1,1,2014-01-17,1139.400000,0.000000
1,1,2014-01-20,11079.450000,0.000000
1,1,2014-01-21,4760.100000,0.000000
1,1,2014-01-22,862.430000,0.000000
1,1,2014-01-23,4306.400000,0.000000
1,1,2014-01-24,3707.000000,0.000000
1,1,2014-01-25,120.000000,0.000000
1,1,2014-01-27,3051.000000,0.000000
1,1,2014-01-28,1900.000000,0.000000
1,1,2014-01-29,28054.990000,0.000000
1,1,2014-01-31,7879.820000,0.000000
1,1,2014-02-01,388.000000,0.000000
1,1,2014-02-03,620.200000,0.000000
1,1,2014-02-06,2415.000000,0.000000
1,1,2014-02-07,313.000000,0.000000
1,1,2014-02-08,44021.300000,0.000000
1,1,2014-02-10,1141.000000,0.000000
1,1,2014-02-12,30.000000,0.000000
1,1,2014-02-13,4930.000000,0.000000
1,1,2014-02-14,11190.520000,0.000000
1,1,2014-02-15,80.000000,0.000000
1,1,2014-02-17,278.000000,0.000000
1,1,2014-02-18,2198.000000,0.000000
1,1,2014-02-20,6965.000000,0.000000
1,1,2014-02-21,406.500000,0.000000
1,1,2014-02-24,5486.400000,0.000000
1,1,2014-02-25,8147.620000,0.000000
1,1,2014-02-26,2600.000000,0.000000
1,1,2014-02-28,16127.220000,0.000000
1,1,2014-03-05,1025.000000,0.000000
1,1,2014-03-06,11950.000000,0.000000
1,1,2014-03-07,798.000000,0.000000
1,1,2014-03-10,290.000000,0.000000
1,1,2014-03-11,3709.500000,0.000000
1,1,2014-03-12,600.000000,0.000000
1,1,2014-03-13,135.000000,0.000000
1,1,2014-03-14,4691.500000,0.000000
1,1,2014-03-15,2045.820000,0.000000
1,1,2014-03-17,2649.450000,0.000000
1,1,2014-03-18,4485.090000,0.000000
1,1,2014-03-19,3015.000000,0.000000
1,1,2014-03-21,270.500000,0.000000
1,1,2014-03-24,234.000000,0.000000
1,1,2014-03-25,3406.960000,0.000000
1,1,2014-03-27,4512.100000,0.000000
1,1,2014-03-28,10680.000000,0.000000
1,1,2014-03-31,30985.560000,0.000000
1,1,2014-04-01,3759.000000,0.000000
1,1,2014-04-02,242.000000,0.000000
1,1,2014-04-03,200.000000,0.000000
1,1,2014-04-04,4180.000000,0.000000
1,1,2014-04-07,1402.120000,0.000000
1,1,2014-04-08,1500.000000,0.000000
1,1,2014-04-09,219.000000,0.000000
1,1,2014-04-10,818.000000,0.000000
1,1,2014-04-11,30.000000,0.000000
1,1,2014-04-14,1024.220000,0.000000
1,1,2014-04-15,1187.000000,0.000000
1,1,2014-04-16,11004.450000,0.000000
1,1,2014-04-17,3933.390000,0.000000
1,1,2014-04-23,4902.520000,0.000000
1,1,2014-04-24,4122.740000,0.000000
1,1,2014-04-25,1349.000000,0.000000
1,1,2014-04-26,8233.000000,0.000000
1,1,2014-04-28,9650.000000,0.000000
1,1,2014-04-29,5240.000000,0.000000
1,1,2014-04-30,23141.450000,0.000000
1,1,2014-05-02,77.280000,0.000000
1,1,2014-05-05,7788.440000,0.000000
1,1,2014-05-06,107.000000,0.000000
1,1,2014-05-07,4440.000000,0.000000
1,1,2014-05-08,2305.000000,0.000000
1,1,2014-05-09,60.000000,0.000000
1,1,2014-05-10,4453.350000,0.000000
1,1,2014-05-12,1305.260000,0.000000
1,1,2014-05-13,4016.030000,0.000000
1,1,2014-05-15,360.000000,0.000000
1,1,2014-05-16,1487.000000,0.000000
1,1,2014-05-17,1504.000000,0.000000
1,1,2014-05-19,4655.240000,0.000000
1,1,2014-05-20,1287.200000,0.000000
1,1,2014-05-21,6136.550000,0.000000
1,1,2014-05-22,2625.000000,0.000000
1,1,2014-05-23,533.140000,0.000000
1,1,2014-05-24,340.000000,0.000000
1,1,2014-05-26,1680.000000,0.000000
1,1,2014-05-27,136.900000,0.000000
1,1,2014-05-28,1938.000000,0.000000
1,1,2014-05-29,2898.100000,0.000000
1,1,2014-05-30,5232.400000,0.000000
1,1,2014-05-31,50821.760000,0.000000
1,1,2014-06-05,95.000000,0.000000
1,1,2014-06-06,2365.000000,0.000000
1,1,2014-06-09,777.820000,0.000000
1,1,2014-06-10,6721.750000,0.000000
1,1,2014-06-12,10774.000000,0.000000
1,1,2014-06-13,5499.780000,0.000000
1,1,2014-06-14,18237.710000,0.000000
1,1,2014-06-16,2010.000000,0.000000
1,1,2014-06-17,281.000000,0.000000
1,1,2014-06-18,3926.450000,0.000000
1,1,2014-06-20,3467.000000,0.000000
1,1,2014-06-22,2354.500000,0.000000
1,1,2014-06-24,1081.000000,0.000000
1,1,2014-06-25,11792.100000,0.000000
1,1,2014-06-26,3839.000000,0.000000
1,1,2014-06-27,353.490000,0.000000
1,1,2014-06-28,2939.640000,0.000000
1,1,2014-06-30,30241.030000,0.000000
1,1,2014-07-01,131.600000,0.000000
1,1,2014-07-02,2112.740000,0.000000
1,1,2014-07-03,1724.220000,0.000000
1,1,2014-07-04,935.000000,0.000000
1,1,2014-07-08,2490.000000,0.000000
1,1,2014-07-09,452.220000,0.000000
1,1,2014-07-12,10103.000000,0.000000
1,1,2014-07-14,5390.430000,0.000000
1,1,2014-07-15,4419.200000,0.000000
1,1,2014-07-17,608.500000,0.000000
1,1,2014-07-18,11544.980000,0.000000
1,1,2014-07-21,363.300000,0.000000
1,1,2014-07-22,12353.120000,0.000000
1,1,2014-07-23,42.000000,0.000000
1,1,2014-07-24,3054.380000,0.000000
1,1,2014-07-25,4960.000000,0.000000
1,1,2014-07-26,1270.520000,0.000000
1,1,2014-07-29,8934.200000,0.000000
1,1,2014-07-30,10539.000000,0.000000
1,1,2014-07-31,25813.140000,0.000000
1,1,2014-08-04,949.000000,0.000000
1,1,2014-08-05,167.600000,0.000000
1,1,2014-08-06,8261.100000,0.000000
1,1,2014-08-07,185.000000,0.000000
1,1,2014-08-08,905.000000,0.000000
1,1,2014-08-09,230.000000,0.000000
1,1,2014-08-11,213.640000,0.000000
1,1,2014-08-12,87.480000,0.000000
1,1,2014-08-13,7432.110000,0.000000
1,1,2014-08-14,2470.000000,0.000000
1,1,2014-08-15,887.000000,0.000000
1,1,2014-08-16,701.510000,0.000000
1,1,2014-08-18,5018.410000,0.000000
1,1,2014-08-19,12148.500000,0.000000
1,1,2014-08-20,213.000000,0.000000
1,1,2014-08-21,550.000000,0.000000
1,1,2014-08-22,4016.000000,0.000000
1,1,2014-08-25,120.000000,0.000000
1,1,2014-08-26,718.700000,0.000000
1,1,2014-08-27,3938.500000,0.000000
1,1,2014-08-28,1398.000000,0.000000
1,1,2014-08-29,2026.000000,0.000000
1,1,2014-08-30,4941.350000,0.000000
1,1,2014-08-31,33427.790000,0.000000
1,1,2014-09-01,130.000000,0.000000
1,1,2014-09-03,1180.900000,0.000000
1,1,2014-09-04,8406.250000,0.000000
1,1,2014-09-05,866.500000,0.000000
1,1,2014-09-06,678.000000,0.000000
1,1,2014-09-08,255.290000,0.000000
1,1,2014-09-09,10000.300000,0.000000
1,1,2014-09-10,184.000000,0.000000
1,1,2014-09-11,300.000000,0.000000
1,1,2014-09-12,3793.790000,0.000000
1,1,2014-09-13,4208.070000,0.000000
1,1,2014-09-15,1351.000000,0.000000
1,1,2014-09-16,28.000000,0.000000
1,1,2014-09-17,2170.000000,0.000000
1,1,2014-09-19,4932.500000,0.000000
1,1,2014-09-20,457.300000,0.000000
1,1,2014-09-22,4010.000000,0.000000
1,1,2014-09-23,91.800000,0.000000
1,1,2014-09-24,765.910000,0.000000
1,1,2014-09-25,12762.060000,0.000000
1,1,2014-09-26,560.000000,0.000000
1,1,2014-09-27,10109.000000,0.000000
1,1,2014-09-29,1087.000000,0.000000
1,1,2014-09-30,13652.800000,0.000000
1,1,2014-10-02,443.000000,0.000000
1,1,2014-10-03,2607.000000,0.000000
1,1,2014-10-06,39.000000,0.000000
1,1,2014-10-07,3399.700000,0.000000
1,1,2014-10-08,140.000000,0.000000
1,1,2014-10-10,3221.100000,0.000000
1,1,2014-10-11,1197.230000,0.000000
1,1,2014-10-13,13260.000000,0.000000
1,1,2014-10-14,1330.200000,0.000000
1,1,2014-10-15,24788.380000,0.000000
1,1,2014-10-16,320.000000,0.000000
1,1,2014-10-17,800.930000,0.000000
1,1,2014-10-20,5927.500000,0.000000
1,1,2014-10-21,170.000000,0.000000
1,1,2014-10-24,154.000000,0.000000
1,1,2014-10-25,7400.000000,0.000000
1,1,2014-10-27,8015.040000,0.000000
1,1,2014-10-28,181.000000,0.000000
1,1,2014-10-29,1552.950000,0.000000
1,1,2014-10-30,6261.560000,0.000000
1,1,2014-10-31,13897.510000,0.000000
1,1,2014-11-04,644.200000,0.000000
1,1,2014-11-06,120.000000,0.000000
1,1,2014-11-07,589.800000,0.000000
1,1,2014-11-10,5277.500000,0.000000
1,1,2014-11-11,13039.350000,0.000000
1,1,2014-11-12,1039.000000,0.000000
1,1,2014-11-13,5866.600000,0.000000
1,1,2014-11-17,13416.000000,0.000000
1,1,2014-11-18,3982.500000,0.000000
1,1,2014-11-19,2103.170000,0.000000
1,1,2014-11-20,3702.540000,0.000000
1,1,2014-11-21,2627.540000,0.000000
1,1,2014-11-24,538.000000,0.000000
1,1,2014-11-25,1327.000000,0.000000
1,1,2014-11-26,2087.000000,0.000000
1,1,2014-11-27,766.400000,0.000000
1,1,2014-11-28,10392.000000,0.000000
1,1,2014-11-29,8948.090000,0.000000
1,1,2014-11-30,23202.590000,0.000000
1,1,2014-12-01,773.000000,0.000000
1,1,2014-12-03,90.000000,0.000000
1,1,2014-12-05,229.880000,0.000000
1,1,2014-12-08,346.000000,0.000000
1,1,2014-12-09,360.000000,0.000000
1,1,2014-12-10,14592.130000,0.000000
1,1,2014-12-11,4867.020000,0.000000
1,1,2014-12-12,7792.580000,0.000000
1,1,2014-12-13,9836.620000,0.000000
1,1,2014-12-15,575.000000,0.000000
1,1,2014-12-17,19794.840000,0.000000
1,1,2014-12-19,1399.300000,0.000000
1,1,2014-12-20,4345.000000,0.000000
1,1,2014-12-22,11995.840000,0.000000
1,1,2014-12-24,2208.000000,0.000000
1,1,2014-12-26,1300.000000,0.000000
1,1,2014-12-27,823.500000,0.000000
1,1,2014-12-29,1086.930000,0.000000
1,1,2015-01-05,252.000000,0.000000
1,1,2015-01-06,131.000000,0.000000
1,1,2015-01-07,1394.000000,0.000000
1,1,2015-01-08,746.000000,0.000000
1,1,2015-01-09,2400.000000,0.000000
1,1,2015-01-10,12000.000000,0.000000
1,1,2015-01-12,100.000000,0.000000
1,1,2015-01-13,4990.000000,0.000000
1,1,2015-01-14,810.000000,0.000000
1,1,2015-01-15,6478.180000,0.000000
1,1,2015-01-16,2589.800000,0.000000
1,1,2015-01-17,1300.000000,0.000000
1,1,2015-01-20,473.000000,0.000000
1,1,2015-01-21,280.000000,0.000000
1,1,2015-01-22,4197.800000,0.000000
1,1,2015-01-23,4598.000000,0.000000
1,1,2015-01-26,90.000000,0.000000
1,1,2015-01-27,2910.000000,0.000000
1,1,2015-01-28,25777.190000,0.000000
1,1,2015-01-29,2605.000000,0.000000
1,1,2015-01-30,80.000000,0.000000
1,1,2015-01-31,52074.780000,0.000000
1,1,2015-02-02,1140.000000,0.000000
1,1,2015-02-03,390.000000,0.000000
1,1,2015-02-04,415.000000,0.000000
1,1,2015-02-05,1934.590000,0.000000
1,1,2015-02-06,137.000000,0.000000
1,1,2015-02-10,71.000000,0.000000
1,1,2015-02-11,345.000000,0.000000
1,1,2015-02-12,3800.000000,0.000000
1,1,2015-02-13,2749.290000,0.000000
1,1,2015-02-14,3182.000000,0.000000
1,1,2015-02-18,2889.000000,0.000000
1,1,2015-02-20,1674.490000,0.000000
1,1,2015-02-23,23408.180000,0.000000
1,1,2015-02-24,1776.300000,0.000000
1,1,2015-02-25,2219.660000,0.000000
1,1,2015-02-26,1479.290000,0.000000
1,1,2015-02-27,370.000000,0.000000
1,1,2015-02-28,68607.040000,0.000000
1,1,2015-03-03,2272.830000,0.000000
1,1,2015-03-04,108.000000,0.000000
1,1,2015-03-05,150.000000,0.000000
1,1,2015-03-06,2377.630000,0.000000
1,1,2015-03-09,70.000000,0.000000
1,1,2015-03-10,58.000000,0.000000
1,1,2015-03-11,5373.910000,0.000000
1,1,2015-03-12,274.000000,0.000000
1,1,2015-03-13,2970.000000,0.000000
1,1,2015-03-14,3467.000000,0.000000
1,1,2015-03-16,160.000000,0.000000
1,1,2015-03-17,8988.150000,0.000000
1,1,2015-03-18,1100.000000,0.000000
1,1,2015-03-19,2880.000000,0.000000
1,1,2015-03-20,1526.860000,0.000000
1,1,2015-03-23,5210.000000,0.000000
1,1,2015-03-24,8355.990000,0.000000
1,1,2015-03-25,21541.450000,0.000000
1,1,2015-03-26,630.000000,0.000000
1,1,2015-03-27,210.000000,0.000000
1,1,2015-03-30,2024.000000,0.000000
1,1,2015-03-31,27437.660000,0.000000
1,1,2015-04-02,191.220000,0.000000
1,1,2015-04-06,155.000000,0.000000
1,1,2015-04-08,3874.290000,0.000000
1,1,2015-04-09,4322.000000,0.000000
1,1,2015-04-11,3244.000000,0.000000
1,1,2015-04-13,336.180000,0.000000
1,1,2015-04-14,100.000000,0.000000
1,1,2015-04-15,355.000000,0.000000
1,1,2015-04-16,4103.250000,0.000000
1,1,2015-04-17,2649.440000,0.000000
1,1,2015-04-18,80.000000,0.000000
1,1,2015-04-20,1720.860000,0.000000
1,1,2015-04-22,2754.000000,0.000000
1,1,2015-04-23,893.500000,0.000000
1,1,2015-04-24,175.000000,0.000000
1,1,2015-04-25,210.000000,0.000000
1,1,2015-04-27,794.000000,0.000000
1,1,2015-04-28,780.000000,0.000000
1,1,2015-04-29,10223.000000,0.000000
1,1,2015-04-30,21772.270000,0.000000
1,1,2015-05-04,189.000000,0.000000
1,1,2015-05-05,3116.000000,0.000000
1,1,2015-05-06,1032.000000,0.000000
1,1,2015-05-07,6958.310000,0.000000
1,1,2015-05-08,1175.000000,0.000000
1,1,2015-05-09,5145.130000,0.000000
1,1,2015-05-11,1387.980000,0.000000
1,1,2015-05-12,563.000000,0.000000
1,1,2015-05-14,1338.000000,0.000000
1,1,2015-05-15,1150.000000,0.000000
1,1,2015-05-16,2991.000000,0.000000
1,1,2015-05-18,5309.000000,0.000000
1,1,2015-05-19,7270.000000,0.000000
1,1,2015-05-20,1202.950000,0.000000
1,1,2015-05-21,9344.000000,0.000000
1,1,2015-05-22,1893.000000,0.000000
1,1,2015-05-23,300.000000,0.000000
1,1,2015-05-25,2086.900000,0.000000
1,1,2015-05-28,947.000000,0.000000
1,1,2015-05-29,3356.200000,0.000000
1,1,2015-05-30,225.000000,0.000000
1,1,2015-05-31,36767.200000,0.000000
1,1,2015-06-01,550.000000,0.000000
1,1,2015-06-03,2508.580000,0.000000
1,1,2015-06-05,440.000000,0.000000
1,1,2015-06-08,1390.800000,0.000000
1,1,2015-06-09,3467.320000,0.000000
1,1,2015-06-10,4761.970000,0.000000
1,1,2015-06-11,4025.000000,0.000000
1,1,2015-06-12,2353.950000,0.000000
1,1,2015-06-13,60.000000,0.000000
1,1,2015-06-15,12687.500000,0.000000
1,1,2015-06-16,231.000000,0.000000
1,1,2015-06-17,9543.000000,0.000000
1,1,2015-06-18,500.000000,0.000000
1,1,2015-06-19,3522.000000,0.000000
1,1,2015-06-22,12294.000000,0.000000
1,1,2015-06-23,4060.780000,0.000000
1,1,2015-06-24,1192.000000,0.000000
1,1,2015-06-25,1585.400000,0.000000
1,1,2015-06-26,392.000000,0.000000
1,1,2015-06-27,2898.000000,0.000000
1,1,2015-06-29,3905.000000,0.000000
1,1,2015-06-30,26296.210000,0.000000
1,1,2015-07-03,84.000000,0.000000
1,1,2015-07-04,692.000000,0.000000
1,1,2015-07-06,7970.000000,0.000000
1,1,2015-07-07,769.000000,0.000000
1,1,2015-07-08,532.240000,0.000000
1,1,2015-07-09,435.000000,0.000000
1,1,2015-07-10,216.000000,0.000000
1,1,2015-07-11,5803.970000,0.000000
1,1,2015-07-14,361.250000,0.000000
1,1,2015-07-15,322.500000,0.000000
1,1,2015-07-16,2338.200000,0.000000
1,1,2015-07-17,3517.720000,0.000000
1,1,2015-07-18,9050.000000,0.000000
1,1,2015-07-20,3208.170000,0.000000
1,1,2015-07-21,1076.500000,0.000000
1,1,2015-07-23,365.000000,0.000000
1,1,2015-07-24,1981.000000,0.000000
1,1,2015-07-25,2490.000000,0.000000
1,1,2015-07-27,120.000000,0.000000
1,1,2015-07-28,925.000000,0.000000
1,1,2015-07-29,810.000000,0.000000
1,1,2015-07-30,238.000000,0.000000
1,1,2015-07-31,94675.930000,0.000000
1,1,2015-08-03,992.270000,0.000000
1,1,2015-08-04,430.000000,0.000000
1,1,2015-08-05,90.000000,0.000000
1,1,2015-08-07,1465.000000,0.000000
1,1,2015-08-08,5198.150000,0.000000
1,1,2015-08-11,2948.840000,0.000000
1,1,2015-08-12,1962.000000,0.000000
1,1,2015-08-13,195.000000,0.000000
1,1,2015-08-14,613.000000,0.000000
1,1,2015-08-15,1770.680000,0.000000
1,1,2015-08-17,500.000000,0.000000
1,1,2015-08-18,1038.000000,0.000000
1,1,2015-08-19,19100.930000,0.000000
1,1,2015-08-20,1564.080000,0.000000
1,1,2015-08-21,2818.000000,0.000000
1,1,2015-08-22,1607.300000,0.000000
1,1,2015-08-24,5568.000000,0.000000
1,1,2015-08-25,4046.300000,0.000000
1,1,2015-08-26,6829.500000,0.000000
1,1,2015-08-27,1397.000000,0.000000
1,1,2015-08-28,160.000000,0.000000
1,1,2015-08-29,1237.500000,0.000000
1,1,2015-08-31,58704.410000,0.000000
1,1,2015-09-02,76.500000,0.000000
1,1,2015-09-04,373.830000,0.000000
1,1,2015-09-08,5660.000000,0.000000
1,1,2015-09-09,7216.000000,0.000000
1,1,2015-09-10,764.160000,0.000000
1,1,2015-09-11,1435.330000,0.000000
1,1,2015-09-12,4291.000000,0.000000
1,1,2015-09-14,979.600000,0.000000
1,1,2015-09-15,2053.000000,0.000000
1,1,2015-09-16,11467.800000,0.000000
1,1,2015-09-17,3200.000000,0.000000
1,1,2015-09-18,1092.740000,0.000000
1,1,2015-09-19,2335.040000,0.000000
1,1,2015-09-22,49.500000,0.000000
1,1,2015-09-23,10162.000000,0.000000
1,1,2015-09-24,2685.220000,0.000000
1,1,2015-09-25,670.000000,0.000000
1,1,2015-09-26,2246.800000,0.000000
1,1,2015-09-28,1459.000000,0.000000
1,1,2015-09-29,6121.570000,0.000000
1,1,2015-09-30,43031.290000,0.000000
1,1,2015-10-01,489.200000,0.000000
1,1,2015-10-02,72.000000,0.000000
1,1,2015-10-03,577.000000,0.000000
1,1,2015-10-05,182.700000,0.000000
1,1,2015-10-06,1540.390000,0.000000
1,1,2015-10-07,5993.440000,0.000000
1,1,2015-10-08,5747.000000,0.000000
1,1,2015-10-09,1500.000000,0.000000
1,1,2015-10-10,314.030000,0.000000
1,1,2015-10-13,10272.230000,0.000000
1,1,2015-10-15,30.000000,0.000000
1,1,2015-10-16,1048.180000,0.000000
1,1,2015-10-17,73.000000,0.000000
1,1,2015-10-20,3640.000000,0.000000
1,1,2015-10-21,2710.000000,0.000000
1,1,2015-10-23,354.200000,0.000000
1,1,2015-10-26,580.000000,0.000000
1,1,2015-10-27,27134.470000,0.000000
1,1,2015-10-28,882.000000,0.000000
1,1,2015-10-29,20487.000000,0.000000
1,1,2015-10-30,880.000000,0.000000
1,1,2015-10-31,12987.110000,0.000000
1,1,2015-11-05,1103.730000,0.000000
1,1,2015-11-06,455.450000,0.000000
1,1,2015-11-07,150.000000,0.000000
1,1,2015-11-09,956.420000,0.000000
1,1,2015-11-10,891.000000,0.000000
1,1,2015-11-11,150.000000,0.000000
1,1,2015-11-13,5289.600000,0.000000
1,1,2015-11-16,291.370000,0.000000
1,1,2015-11-18,255.200000,0.000000
1,1,2015-11-19,1593.060000,0.000000
1,1,2015-11-20,935.000000,0.000000
1,1,2015-11-21,54.000000,0.000000
1,1,2015-11-23,469.100000,0.000000
1,1,2015-11-24,7457.670000,0.000000
1,1,2015-11-25,60.000000,0.000000
1,1,2015-11-26,680.000000,0.000000
1,1,2015-11-27,7699.990000,0.000000
1,1,2015-11-28,2400.000000,0.000000
1,1,2015-11-30,39094.130000,0.000000
1,1,2015-12-01,1904.230000,0.000000
1,1,2015-12-02,134.000000,0.000000
1,1,2015-12-05,109.950000,0.000000
1,1,2015-12-07,2146.000000,0.000000
1,1,2015-12-08,2062.540000,0.000000
1,1,2015-12-09,4901.520000,0.000000
1,1,2015-12-10,2030.000000,0.000000
1,1,2015-12-11,2484.840000,0.000000
1,1,2015-12-12,115.000000,0.000000
1,1,2015-12-14,9852.000000,0.000000
1,1,2015-12-15,7821.310000,0.000000
1,1,2015-12-16,650.770000,0.000000
1,1,2015-12-17,3465.000000,0.000000
1,1,2015-12-18,566.000000,0.000000
1,1,2015-12-21,1500.000000,0.000000
1,1,2015-12-22,4359.510000,0.000000
1,1,2015-12-23,2839.520000,0.000000
1,1,2015-12-24,2123.000000,0.000000
1,1,2015-12-28,1392.900000,0.000000
1,1,2015-12-29,15919.000000,0.000000
1,1,2015-12-30,2394.000000,0.000000
1,1,2015-12-31,47693.820000,0.000000
1,1,2016-01-05,5350.000000,0.000000
1,1,2016-01-07,5401.090000,0.000000
1,1,2016-01-09,14023.280000,0.000000
1,1,2016-01-12,1015.000000,0.000000
1,1,2016-01-13,566.000000,0.000000
1,1,2016-01-14,224.780000,0.000000
1,1,2016-01-15,3923.470000,0.000000
1,1,2016-01-16,13846.780000,0.000000
1,1,2016-01-18,54.000000,0.000000
1,1,2016-01-19,7245.000000,0.000000
1,1,2016-01-20,1600.000000,0.000000
1,1,2016-01-21,3002.000000,0.000000
1,1,2016-01-22,6000.000000,0.000000
1,1,2016-01-23,1336.800000,0.000000
1,1,2016-01-25,54.000000,0.000000
1,1,2016-01-26,711.900000,0.000000
1,1,2016-01-27,4735.290000,0.000000
1,1,2016-01-28,4332.500000,0.000000
1,1,2016-01-29,12233.050000,0.000000
1,1,2016-01-30,2578.000000,0.000000
1,1,2016-01-31,77883.890000,0.000000
1,1,2016-02-02,549.520000,0.000000
1,1,2016-02-03,216.000000,0.000000
1,1,2016-02-04,1262.220000,0.000000
1,1,2016-02-05,1269.400000,0.000000
1,1,2016-02-06,2658.040000,0.000000
1,1,2016-02-10,13613.190000,0.000000
1,1,2016-02-11,1024.000000,0.000000
1,1,2016-02-12,554.000000,0.000000
1,1,2016-02-13,4756.200000,0.000000
1,1,2016-02-15,1164.440000,0.000000
1,1,2016-02-16,2681.550000,0.000000
1,1,2016-02-17,1612.000000,0.000000
1,1,2016-02-18,165.000000,0.000000
1,1,2016-02-19,1402.780000,0.000000
1,1,2016-02-20,1714.110000,0.000000
1,1,2016-02-22,54.000000,0.000000
1,1,2016-02-23,11277.340000,0.000000
1,1,2016-02-24,4617.950000,0.000000
1,1,2016-02-25,6296.220000,0.000000
1,1,2016-02-26,458.000000,0.000000
1,1,2016-02-29,55966.970000,0.000000
1,1,2016-03-01,823.320000,0.000000
1,1,2016-03-02,501.000000,0.000000
1,1,2016-03-03,525.000000,0.000000
1,1,2016-03-04,2313.570000,0.000000
1,1,2016-03-05,153.000000,0.000000
1,1,2016-03-07,120.000000,0.000000
1,1,2016-03-08,2847.000000,0.000000
1,1,2016-03-09,1382.290000,0.000000
1,1,2016-03-11,2147.280000,0.000000
1,1,2016-03-14,748.830000,0.000000
1,1,2016-03-15,10262.000000,0.000000
1,1,2016-03-16,1332.000000,0.000000
1,1,2016-03-17,30.000000,0.000000
1,1,2016-03-18,179.950000,0.000000
1,1,2016-03-19,916.790000,0.000000
1,1,2016-03-22,1543.260000,0.000000
1,1,2016-03-23,4192.000000,0.000000
1,1,2016-03-24,9729.360000,0.000000
1,1,2016-03-28,11213.600000,0.000000
1,1,2016-03-29,370.400000,0.000000
1,1,2016-03-30,42.000000,0.000000
1,1,2016-03-31,49593.220000,0.000000
1,1,2016-04-03,513.040000,0.000000
1,1,2016-04-05,2658.580000,0.000000
1,1,2016-04-09,4470.000000,0.000000
1,1,2016-04-12,2661.330000,0.000000
1,1,2016-04-14,13325.710000,0.000000
1,1,2016-04-15,3713.640000,0.000000
1,1,2016-04-16,76.000000,0.000000
1,1,2016-04-19,268.200000,0.000000
1,1,2016-04-20,13113.330000,0.000000
1,1,2016-04-22,1197.020000,0.000000
1,1,2016-04-25,660.000000,0.000000
1,1,2016-04-26,869.600000,0.000000
1,1,2016-04-27,6572.990000,0.000000
1,1,2016-04-29,170.000000,0.000000
1,1,2016-04-30,35320.030000,0.000000
1,1,2016-05-02,63.000000,0.000000
1,1,2016-05-04,779.600000,0.000000
1,1,2016-05-06,254.000000,0.000000
1,1,2016-05-07,2180.130000,0.000000
1,1,2016-05-09,3687.000000,0.000000
1,1,2016-05-10,1340.000000,0.000000
1,1,2016-05-11,2396.760000,0.000000
1,1,2016-05-13,215.000000,0.000000
1,1,2016-05-14,121.330000,0.000000
1,1,2016-05-16,12047.600000,0.000000
1,1,2016-05-17,2822.600000,0.000000
1,1,2016-05-18,40.000000,0.000000
1,1,2016-05-19,1082.960000,0.000000
1,1,2016-05-20,2385.520000,0.000000
1,1,2016-05-21,760.000000,0.000000
1,1,2016-05-23,2136.660000,0.000000
1,1,2016-05-24,10452.100000,0.000000
1,1,2016-05-28,5516.800000,0.000000
1,1,2016-05-31,45915.080000,0.000000
1,1,2016-06-01,1566.190000,0.000000
1,1,2016-06-06,14984.380000,0.000000
1,1,2016-06-09,252.000000,0.000000
1,1,2016-06-11,768.220000,0.000000
1,1,2016-06-13,40.000000,0.000000
1,1,2016-06-14,185.000000,0.000000
1,1,2016-06-15,160.000000,0.000000
1,1,2016-06-16,54.000000,0.000000
1,1,2016-06-17,9419.000000,0.000000
1,1,2016-06-18,2170.000000,0.000000
1,1,2016-06-20,1514.780000,0.000000
1,1,2016-06-21,500.000000,0.000000
1,1,2016-06-22,1238.740000,0.000000
1,1,2016-06-23,87.740000,0.000000
1,1,2016-06-24,2504.270000,0.000000
1,1,2016-06-27,617.000000,0.000000
1,1,2016-06-28,21963.690000,0.000000
1,1,2016-06-29,872.530000,0.000000
