code,name
1,PROPRIA - 1
2,C CRED VISA - 2
3,C DEB VISA - 3
4,C CRED MASTER CARD - 4
5,C DEB MASTER CARD - 5
6,BOLETO BANCARIO - 6
7,CHEQUE DEVOLVIDO - 7
8,COBRADOR - 8
9,SPC - 9
10,DUPLIC. DESCONT - 10
11,DAMIAO - 11
12,SEBASTIAO - 12
