code,name
BRINQUEDO,BRINQUEDO
CAFETERIA,CAFETERIA
CREDITO,CREDITO
ENTREGA,ENTREGA
INGREDIENTE,INGREDIENTE
LIVRARIA,LIVRARIA
PAPELARIA,PAPELARIA
PRESENTES,PRESENTES
REVISTAS,REVISTAS
SEBO,SEBO
