branch_code,year,total_cost,total_amount,total_profit,count_sales
1,2021,129475.760000,324336.810000,194861.050000,13945
1,2022,381476.100000,925956.880000,544480.780000,31437
1,2023,387823.750000,1000901.040000,613077.290000,31226
1,2024,467013.640000,1202244.010000,735230.370000,30206
1,2025,805119.240000,1509419.320000,704300.080000,45083
1,2026,233419.220000,591170.290000,357751.070000,17649
